Age;Sex;Job;Housing;Saving accounts;Checking account;Credit amount;Duration;Purpose_vacation/others;Purpose_business;Purpose_car;Purpose_domestic appliances;Purpose_education;Purpose_furniture/equipment;Purpose_radio/TV;Purpose_repairs;Purpose_vacation/others;Risk
26;1;2;1;4;3;5248;21;0;0;1;0;0;0;0;0;0;1
33;1;2;1;0;3;3029;15;0;0;1;0;0;0;0;0;0;1
49;0;2;1;0;0;428;6;0;0;0;0;0;1;0;0;0;1
23;0;1;1;0;0;976;18;0;0;1;0;0;0;0;0;0;0
23;0;1;2;1;1;841;12;0;1;0;0;0;0;0;0;0;1
25;0;2;1;0;3;5771;30;0;0;0;0;0;0;1;0;0;1
55;1;2;0;3;3;1555;12;0;0;0;0;0;0;0;1;0;0
32;0;2;2;4;0;1285;24;0;0;1;0;0;0;0;0;0;0
74;1;0;1;0;2;1299;6;0;0;1;0;0;0;0;0;0;1
39;1;2;0;4;2;1271;15;0;0;0;0;0;0;1;0;0;0
31;1;2;1;0;3;1393;24;0;0;1;0;0;0;0;0;0;1
35;1;2;1;0;0;691;12;0;0;1;0;0;0;0;0;0;0
59;0;2;1;4;3;5045;15;0;0;1;0;0;0;0;0;0;1
24;0;2;2;0;0;2124;18;0;0;0;0;0;1;0;0;0;0
24;1;1;1;0;0;2214;12;0;0;0;0;0;0;1;0;0;1
30;1;3;0;4;3;12680;21;0;0;1;0;0;0;0;0;0;0
27;1;2;1;1;3;2463;24;0;0;1;0;0;0;0;0;0;1
40;1;1;1;0;1;1155;12;0;0;0;0;0;0;1;0;0;1
31;1;1;1;0;0;3108;30;0;0;0;0;0;1;0;0;0;0
31;0;2;2;4;3;2901;10;0;0;1;0;0;0;0;0;0;1
28;1;2;2;0;1;3617;12;0;0;0;0;0;1;0;0;0;1
63;1;1;1;0;3;1655;12;0;0;0;0;0;0;1;0;0;1
26;0;2;2;4;0;2812;24;0;0;1;0;0;0;0;0;0;1
25;0;3;1;0;0;8065;36;0;0;0;0;1;0;0;0;0;0
36;1;3;1;0;3;3275;21;0;0;1;0;0;0;0;0;0;1
52;1;2;1;1;3;2223;24;0;0;0;0;0;0;1;0;0;1
66;1;0;0;2;2;1480;12;0;0;1;0;0;0;0;0;0;1
25;0;2;2;4;0;1371;24;0;0;1;0;0;0;0;0;0;0
37;1;2;1;0;3;3535;36;0;0;1;0;0;0;0;0;0;1
25;0;2;1;0;0;3509;18;0;0;0;0;0;0;1;0;0;1
38;1;3;1;3;3;5711;36;0;0;1;0;0;0;0;0;0;1
67;0;2;1;0;1;3872;18;0;0;0;0;0;0;0;1;0;1
25;1;2;1;0;1;4933;39;0;0;0;0;0;0;1;0;0;0
60;1;2;1;3;3;1940;24;0;0;1;0;0;0;0;0;0;1
31;1;1;1;0;1;1410;12;0;0;0;0;1;0;0;0;0;1
23;0;1;1;1;1;836;12;0;0;1;0;0;0;0;0;0;0
60;1;3;1;4;1;6468;20;0;0;1;0;0;0;0;0;0;1
35;1;1;1;3;1;1941;18;0;1;0;0;0;0;0;0;0;1
40;1;2;1;2;3;2675;22;0;0;0;0;0;0;1;0;0;1
38;1;2;1;4;3;2751;48;0;0;1;0;0;0;0;0;0;1
50;1;2;0;0;1;6224;48;0;0;0;0;1;0;0;0;0;0
27;1;2;1;0;0;5998;40;0;0;0;0;1;0;0;0;0;0
39;0;2;1;0;1;1188;21;0;1;0;0;0;0;0;0;0;0
41;1;3;1;4;3;6313;24;0;0;1;0;0;0;0;0;0;1
27;1;2;1;4;3;1221;6;0;0;0;0;0;1;0;0;0;1
51;1;2;0;0;2;2892;24;0;0;0;0;0;1;0;0;0;1
32;1;2;2;2;3;3062;24;0;0;0;0;0;1;0;0;0;1
22;0;2;2;1;3;2301;9;0;0;0;0;0;1;0;0;0;1
51;1;2;0;4;0;7511;18;0;0;1;0;0;0;0;0;0;0
22;0;1;2;0;3;1258;12;0;0;0;0;0;1;0;0;0;1
54;1;2;1;4;3;717;24;0;0;1;0;0;0;0;0;0;1
35;1;0;1;4;1;1549;9;0;0;1;0;0;0;0;0;0;1
54;1;2;0;0;3;1597;24;0;0;0;0;1;0;0;0;0;1
48;0;1;2;0;1;1795;18;0;0;0;0;0;0;1;0;0;1
24;0;2;1;0;0;4272;20;0;0;0;0;0;1;0;0;0;1
35;1;2;1;4;3;976;12;0;0;0;0;0;0;1;0;0;1
24;0;0;2;4;1;7472;12;0;0;1;0;0;0;0;0;0;1
24;1;2;1;0;0;9271;36;0;0;1;0;0;0;0;0;0;0
26;1;1;1;0;1;590;6;0;0;0;0;0;0;1;0;0;1
65;1;2;1;4;3;930;12;0;0;0;0;0;0;1;0;0;1
55;1;3;0;0;1;9283;42;0;0;1;0;0;0;0;0;0;1
26;0;0;2;0;1;1778;15;0;0;1;0;0;0;0;0;0;0
26;1;2;1;0;1;907;8;0;1;0;0;0;0;0;0;0;1
28;1;1;1;0;1;484;6;0;0;0;0;0;0;1;0;0;1
24;1;2;1;0;0;9629;36;0;0;1;0;0;0;0;0;0;0
54;1;2;1;0;0;3051;48;0;0;0;1;0;0;0;0;0;0
46;1;2;0;0;0;3931;48;0;0;1;0;0;0;0;0;0;0
54;0;2;2;0;1;7432;36;0;0;1;0;0;0;0;0;0;1
62;1;2;1;2;3;1338;6;0;0;0;1;0;0;0;0;0;1
24;0;2;2;0;3;1554;6;0;0;0;0;0;0;1;0;0;1
43;1;3;1;0;0;15857;36;1;0;0;0;0;0;0;0;1;1
26;1;2;1;0;0;1345;18;0;0;0;0;0;0;1;0;0;0
27;1;2;1;0;3;1101;12;0;0;1;0;0;0;0;0;0;1
24;1;2;1;0;2;3016;12;0;0;0;0;0;0;1;0;0;1
41;1;2;1;0;0;2712;36;0;0;0;0;0;1;0;0;0;0
47;1;1;1;0;0;731;8;0;0;1;0;0;0;0;0;0;1
35;1;3;1;0;3;3780;18;0;0;0;0;0;1;0;0;0;1
30;1;2;1;0;0;1602;21;0;0;1;0;0;0;0;0;0;1
33;0;2;2;0;0;3966;18;0;0;1;0;0;0;0;0;0;0
36;1;2;1;0;3;4165;18;0;1;0;0;0;0;0;0;0;0
47;1;2;0;4;0;8335;36;0;0;1;0;0;0;0;0;0;0
38;1;2;0;4;1;6681;48;0;1;0;0;0;0;0;0;0;1
44;1;2;1;2;3;2375;24;0;1;0;0;0;0;0;0;0;1
23;0;2;2;0;0;1216;18;0;0;1;0;0;0;0;0;0;0
29;1;2;2;0;0;11816;45;0;1;0;0;0;0;0;0;0;0
42;0;2;1;4;1;5084;24;0;0;0;0;0;0;1;0;0;1
25;0;1;1;0;2;2327;15;0;0;0;0;0;0;1;0;0;0
48;1;2;1;0;0;1082;12;0;0;1;0;0;0;0;0;0;0
21;0;2;1;4;3;886;12;0;0;0;0;0;0;1;0;0;1
23;0;1;2;0;3;601;4;0;0;0;0;0;1;0;0;0;1
63;1;2;1;0;0;2957;24;0;0;1;0;0;0;0;0;0;1
46;1;2;1;0;3;2611;24;0;0;0;0;0;0;1;0;0;1
29;1;2;1;0;0;5179;36;0;0;0;0;0;1;0;0;0;0
28;1;1;1;0;3;2993;21;0;0;1;0;0;0;0;0;0;1
23;0;2;1;0;3;1943;18;0;0;0;0;0;0;0;1;0;0
50;1;2;1;0;3;1559;24;0;1;0;0;0;0;0;0;0;1
47;1;2;1;0;3;3422;18;0;0;0;0;0;1;0;0;0;1
35;1;2;1;4;1;3976;21;0;0;0;0;0;1;0;0;0;1
68;1;2;2;4;3;6761;18;0;0;1;0;0;0;0;0;0;0
28;1;2;1;0;3;1249;24;0;0;1;0;0;0;0;0;0;1
59;1;2;1;0;0;1364;9;0;0;0;0;0;0;1;0;0;1
57;1;1;1;0;0;709;12;0;0;0;0;0;0;1;0;0;0
33;1;2;2;0;0;2235;20;0;0;1;0;0;0;0;0;0;0
43;1;2;1;4;3;4042;24;0;0;1;0;0;0;0;0;0;1
35;1;2;0;0;3;1471;15;0;0;0;0;0;0;1;0;0;1
32;1;1;0;0;0;1442;18;0;0;1;0;0;0;0;0;0;0
45;1;2;1;0;3;10875;36;0;0;1;0;0;0;0;0;0;1
33;1;2;1;1;3;1474;24;0;0;1;0;0;0;0;0;0;1
40;0;2;1;4;3;894;10;0;0;0;0;1;0;0;0;0;1
28;1;2;0;0;3;3343;15;0;0;0;0;0;1;0;0;0;1
29;0;2;1;0;0;3959;15;0;0;1;0;0;0;0;0;0;0
26;1;2;2;1;3;3577;9;0;0;1;0;0;0;0;0;0;1
27;1;2;1;3;3;5804;24;0;0;1;0;0;0;0;0;0;1
28;1;2;1;0;3;2169;18;0;1;0;0;0;0;0;0;0;0
35;0;2;1;0;0;2439;24;0;0;0;0;0;0;1;0;0;0
32;1;1;1;3;3;4526;27;0;0;0;0;0;1;0;0;0;1
25;1;1;2;0;3;2210;10;0;0;0;0;0;1;0;0;0;0
20;0;2;2;2;3;2221;15;0;0;0;0;0;1;0;0;0;1
27;0;2;1;0;0;2389;18;0;0;0;0;0;0;1;0;0;1
42;1;2;1;0;3;3331;12;0;0;0;0;0;1;0;0;0;1
37;1;2;1;4;3;7409;36;0;1;0;0;0;0;0;0;0;1
24;0;2;2;0;0;652;12;0;0;0;0;0;1;0;0;0;1
40;0;2;1;2;3;7678;36;0;0;0;0;0;1;0;0;0;1
46;1;2;1;0;2;1343;6;0;0;1;0;0;0;0;0;0;1
26;1;2;1;1;0;1382;24;0;1;0;0;0;0;0;0;0;1
24;0;2;1;4;3;874;15;0;0;0;1;0;0;0;0;0;1
29;1;1;1;0;0;3590;12;0;0;0;0;0;1;0;0;0;1
40;0;2;1;3;1;1322;11;0;0;1;0;0;0;0;0;0;1
36;1;3;0;0;0;1940;18;0;0;0;0;0;0;1;0;0;1
28;1;2;1;0;3;3595;36;0;0;0;0;0;0;1;0;0;1
27;1;3;0;0;0;1422;9;0;0;1;0;0;0;0;0;0;0
36;1;2;1;4;3;6742;30;0;0;0;0;0;0;1;0;0;1
38;1;3;1;0;3;7814;24;0;0;1;0;0;0;0;0;0;1
48;1;2;0;4;3;9277;24;0;0;1;0;0;0;0;0;0;1
36;1;2;1;4;1;2181;30;0;0;1;0;0;0;0;0;0;1
65;0;0;1;0;3;1098;18;0;0;0;0;0;0;1;0;0;1
43;1;2;1;0;1;4057;24;0;0;0;0;0;1;0;0;0;0
53;0;2;1;0;0;795;12;0;0;0;0;1;0;0;0;0;0
34;1;2;1;4;1;2825;24;0;1;0;0;0;0;0;0;0;1
23;1;2;1;0;1;15672;48;0;1;0;0;0;0;0;0;0;0
34;1;3;1;0;3;6614;36;0;0;1;0;0;0;0;0;0;1
40;1;2;2;4;3;7824;28;0;0;1;0;0;0;0;0;0;1
43;1;3;1;0;0;2442;27;0;1;0;0;0;0;0;0;0;1
46;1;2;1;0;3;1829;15;0;0;0;0;0;0;1;0;0;1
38;1;1;1;0;0;2171;12;0;0;1;0;0;0;0;0;0;1
34;1;2;1;0;1;5800;36;0;0;1;0;0;0;0;0;0;1
29;1;2;1;4;3;1169;18;0;0;0;0;0;0;1;0;0;1
31;1;3;1;4;3;8947;36;0;0;1;0;0;0;0;0;0;1
28;0;3;2;0;0;2606;21;0;0;0;0;0;0;1;0;0;1
35;0;2;1;3;3;1592;12;0;0;0;0;0;1;0;0;0;1
33;0;1;2;4;3;2186;15;0;0;0;0;0;1;0;0;0;1
42;1;2;1;0;0;4153;18;0;0;0;0;0;1;0;0;0;0
43;1;2;2;0;0;2625;16;0;0;1;0;0;0;0;0;0;0
44;1;2;1;4;3;3485;20;0;0;1;0;0;0;0;0;0;1
42;1;2;0;4;3;10477;36;0;0;1;0;0;0;0;0;0;1
40;1;2;2;4;3;1386;15;0;0;0;0;0;0;1;0;0;1
36;1;3;1;0;3;1278;24;0;0;0;0;0;0;1;0;0;1
20;1;3;2;0;0;1107;12;0;0;0;0;0;0;1;0;0;1
24;1;1;1;4;0;3763;21;0;0;1;0;0;0;0;0;0;1
27;1;2;1;4;1;3711;36;0;0;0;0;1;0;0;0;0;1
46;0;1;1;0;3;3594;15;0;0;1;0;0;0;0;0;0;1
33;0;1;1;4;1;3195;9;0;0;1;0;0;0;0;0;0;1
34;0;2;1;0;3;4454;36;0;0;0;0;0;0;1;0;0;1
25;0;1;1;0;1;4736;24;0;0;0;0;0;1;0;0;0;0
25;0;2;1;4;1;2991;30;0;0;0;0;0;0;1;0;0;1
28;1;2;1;3;3;2142;11;0;1;0;0;0;0;0;0;0;1
31;1;2;2;0;0;3161;24;0;1;0;0;0;0;0;0;0;0
32;0;3;1;0;1;18424;48;1;0;0;0;0;0;0;0;1;0
32;1;2;1;1;3;2848;10;0;0;1;0;0;0;0;0;0;1
68;1;3;1;0;0;14896;6;0;0;1;0;0;0;0;0;0;0
33;1;2;1;1;0;2359;24;0;0;0;0;0;1;0;0;0;0
39;1;3;2;0;0;3345;24;0;0;0;0;0;1;0;0;0;0
28;0;2;1;0;3;1817;18;0;0;0;0;0;1;0;0;0;1
37;1;3;1;2;3;12749;48;0;0;0;0;0;0;1;0;0;1
22;0;2;2;0;0;1366;9;0;0;0;0;0;0;1;0;0;0
30;1;2;2;0;1;2002;12;0;0;1;0;0;0;0;0;0;1
55;1;2;1;0;0;6872;24;0;0;0;0;0;1;0;0;0;0
46;1;2;1;0;0;697;12;0;0;1;0;0;0;0;0;0;0
21;0;2;2;0;0;1049;18;0;0;0;0;0;1;0;0;0;1
39;1;2;0;0;0;10297;48;0;0;1;0;0;0;0;0;0;0
58;1;2;1;4;3;1867;30;0;0;0;0;0;0;1;0;0;1
43;1;1;1;0;0;1344;12;0;0;1;0;0;0;0;0;0;1
24;1;1;1;0;0;1747;24;0;0;0;0;0;1;0;0;0;1
22;0;2;1;0;1;1670;9;0;0;0;0;0;0;1;0;0;0
30;1;2;1;0;3;1224;9;0;0;1;0;0;0;0;0;0;1
42;1;2;1;2;3;522;12;0;0;0;0;0;0;1;0;0;1
23;0;2;1;0;0;1498;12;0;0;0;0;0;0;1;0;0;1
30;1;3;1;1;1;1919;30;0;0;0;0;0;0;1;0;0;0
28;0;1;1;0;2;745;9;0;0;0;0;0;0;1;0;0;0
30;1;3;2;0;1;2063;6;0;0;0;0;0;0;1;0;0;1
42;1;2;0;0;1;6288;60;0;0;0;0;1;0;0;0;0;0
46;1;3;1;4;3;6842;24;0;0;1;0;0;0;0;0;0;1
45;1;3;1;4;3;3527;12;0;0;1;0;0;0;0;0;0;1
31;1;1;1;0;3;1546;10;0;0;1;0;0;0;0;0;0;1
31;1;2;1;4;3;929;24;0;0;0;0;0;1;0;0;0;1
42;1;1;1;0;3;1455;4;0;0;1;0;0;0;0;0;0;1
46;0;2;2;0;0;1845;15;0;0;0;0;0;1;0;0;0;1
30;0;2;1;2;1;8358;48;0;0;1;0;0;0;0;0;0;1
30;1;2;0;2;0;3349;24;0;0;0;0;0;1;0;0;0;0
38;1;3;1;4;3;2859;12;0;0;1;0;0;0;0;0;0;1
43;1;1;1;0;3;1533;18;0;0;0;0;0;1;0;0;0;0
31;1;2;1;1;3;3621;24;0;0;0;0;0;0;1;0;0;0
40;1;0;1;0;1;3590;18;0;1;0;0;0;0;0;0;0;1
24;1;2;1;0;0;2145;36;0;1;0;0;0;0;0;0;0;0
28;0;2;2;2;1;4113;24;0;0;1;0;0;0;0;0;0;0
26;0;3;1;0;3;10974;36;0;0;0;0;0;1;0;0;0;0
29;0;2;1;0;0;1893;12;0;0;1;0;0;0;0;0;0;1
57;0;3;2;3;0;1231;24;0;0;0;0;0;0;1;0;0;1
49;1;1;1;4;2;3656;30;0;0;0;0;0;0;1;0;0;1
37;1;1;1;0;1;1154;9;0;0;0;0;0;0;1;0;0;1
45;1;1;1;0;0;4006;28;0;0;1;0;0;0;0;0;0;0
30;1;2;0;1;1;3069;24;0;0;0;0;0;1;0;0;0;1
30;1;2;2;0;3;1740;6;0;0;0;0;0;0;1;0;0;1
47;1;2;1;0;1;2353;21;0;0;1;0;0;0;0;0;0;1
29;1;2;1;4;3;3556;15;0;0;1;0;0;0;0;0;0;1
35;1;2;1;2;3;2397;24;0;0;0;0;0;0;1;0;0;0
22;1;1;1;0;1;454;6;0;0;0;0;0;0;0;1;0;1
26;0;2;1;4;1;1715;30;0;0;0;0;0;0;1;0;0;1
23;1;1;1;2;1;2520;27;0;0;0;0;0;0;1;0;0;0
54;0;3;2;0;3;3568;15;0;0;0;0;0;0;1;0;0;1
29;1;2;2;4;3;7166;42;0;0;0;0;0;0;1;0;0;1
40;1;1;1;0;0;3939;11;0;0;1;0;0;0;0;0;0;1
22;1;2;1;1;1;1514;15;0;0;0;0;0;0;0;1;0;1
43;1;1;1;0;3;7393;24;0;0;1;0;0;0;0;0;0;1
29;0;0;2;0;0;1193;24;0;0;1;0;0;0;0;0;0;0
36;1;2;2;0;0;7297;60;0;1;0;0;0;0;0;0;0;0
33;0;2;1;0;3;2831;30;0;0;0;0;0;0;1;0;0;1
57;0;1;1;2;2;1258;24;0;0;0;0;0;0;1;0;0;1
64;0;2;1;0;1;753;6;0;0;0;0;0;0;1;0;0;1
42;1;2;1;4;1;2427;18;0;1;0;0;0;0;0;0;0;1
47;1;1;1;0;3;2538;24;0;0;1;0;0;0;0;0;0;0
25;1;2;2;1;1;1264;15;0;0;1;0;0;0;0;0;0;0
49;1;2;1;0;1;8386;30;0;0;0;0;0;1;0;0;0;0
33;1;3;2;0;3;4844;48;0;1;0;0;0;0;0;0;0;0
28;0;3;1;1;2;2923;21;0;0;1;0;0;0;0;0;0;1
26;1;2;1;0;0;8229;36;0;0;1;0;0;0;0;0;0;0
30;1;1;1;0;3;2028;24;0;0;0;0;0;1;0;0;0;1
25;0;2;2;0;0;1433;15;0;0;0;0;0;1;0;0;0;1
33;1;2;1;0;2;6289;42;0;1;0;0;0;0;0;0;0;1
64;0;2;1;1;3;1409;13;0;0;0;0;0;0;1;0;0;1
29;1;3;0;0;0;6579;24;0;0;1;0;0;0;0;0;0;1
48;1;1;1;0;1;1743;24;0;0;0;0;0;0;1;0;0;1
37;1;1;1;4;3;3565;12;0;0;0;0;1;0;0;0;0;1
34;1;1;1;1;3;1569;15;0;0;0;0;0;0;1;0;0;1
23;1;1;2;4;0;1936;18;0;0;0;0;0;0;1;0;0;1
30;1;3;1;0;0;3959;36;0;0;0;0;0;1;0;0;0;1
50;1;2;1;4;3;2390;12;0;0;1;0;0;0;0;0;0;1
31;0;1;1;0;3;1736;12;0;0;0;0;0;1;0;0;0;1
40;1;3;1;0;0;3857;30;0;0;1;0;0;0;0;0;0;1
38;1;2;1;0;3;804;12;0;0;0;0;0;0;1;0;0;1
23;1;2;0;0;0;1845;45;0;0;0;0;0;0;1;0;0;0
27;1;2;1;1;1;4576;45;0;0;1;0;0;0;0;0;0;1
